time,value
0.0,0.0
0.0400266844563042,0.0880201930047692
0.0800533689126084,0.1755790290915005
0.1200800533689126,0.2619958672603817
0.1601067378252168,0.3465971583921919
0.200133422281521,0.4287216988277705
0.2401601067378252,0.5077258031541704
0.2801867911941294,0.5829883556588328
0.3202134756504336,
0.3602401601067378,0.7199463335391146
0.400266844563042,0.780555353995836
0.4402935290193462,0.8352586482373767
0.4803202134756504,0.883616764488443
0.5203468979319547,0.9252384519519878
0.5603735823882589,0.9597838341471048
0.600400266844563,0.9869671908086496
0.6404269513008672,
0.6804536357571714,1.018389498832197
0.7204803202134756,1.0223469119990547
0.7605070046697798,1.0183817258415864
0.800533689126084,1.0065056079522827
0.8405603735823882,0.9867918010332496
0.8805870580386924,0.9593747109361952
0.9206137424949966,0.9244490161460313
0.9606404269513008,0.882268304279459
1.0006671114076051,0.8331432448956766
1.0406937958639093,0.7774393115817355
1.0807204803202135,0.7155740698510004
1.1207471647765177,0.6480140508510578
1.160773849232822,0.5752712341895667
1.200800533689126,0.4978991663262481
1.2408272181454305,0.4164887439210697
1.2808539026017345,0.3316636942487319
1.320880587058039,0.244075787265491
1.3609072715143429,0.1543998161257758
1.400933955970647,0.0633283848744802
1.4409606404269513,-0.0284334563299394
1.4809873248832557,-0.1201736867903396
1.5210140093395597,-0.2111788589810409
1.561040693795864,-0.3007396670726793
1.601067378252168,-0.388156496633222
1.6410940627084722,-0.4727449118922406
1.6811207471647764,-0.5538410373256822
1.7211474316210806,-0.630806791031245
1.7611741160773848,-0.7030349284155244
1.801200800533689,-0.7699538560960789
1.8412274849899928,-0.8310321776245999
1.8812541694462972,
1.9212808539026016,-0.9337675094366794
1.961307538358906,-0.974599157264732
2.0013342228152102,-1.0079461400160026
2.0413609072715144,-1.0335344353980425
2.0813875917278186,-1.051149999480872
2.121414276184123,-1.0606405637207228
2.161440960640427,-1.0619169512637403
2.201467645096731,-1.054953901081293
2.2414943295530354,-1.0397903923467082
2.28152101400934,-1.016529465391626
2.321547698465644,-0.985337539547626
2.361574382921948,-0.9464432321539183
2.401601067378252,-0.9001356869630336
2.4416277518345564,-0.8467624240720701
2.481654436290861,-0.7867267273160133
2.5216811207471648,-0.7204845887513104
2.561707805203469,-0.6485412334025965
2.601734489659773,-0.5714472508145513
2.6417611741160774,-0.4897943631170479
2.6817878585723816,
2.7218145430286858,-0.3153567516734473
2.76184122748499,-0.2239186303187207
2.801867911941294,-0.1306043586120127
2.8418945963975983,-0.0361375482554359
2.8819212808539025,0.058748081113209
2.9219479653102067,0.1533144341041022
2.961974649766511,
3.002001334222815,
3.0420280186791198,0.4277724824602171
3.0820547031354235,0.5137950654364781
3.122081387591728,0.5959434036418926
3.162108072048032,0.6735727968804887
3.202134756504336,0.7460729883545557
3.2421614409606403,0.8128729946902704
3.2821881254169445,0.8734456338899896
3.3222148098732487,0.9273117150164212
3.362241494329553,0.974043856038388
3.402268178785857,1.0132698991639666
3.4422948632421613,1.044675896131772
3.482321547698465,1.0680086393003316
3.5223482321547697,1.083077717942282
3.562374916611074,1.089757082886322
3.602401601067378,1.087986106525861
3.642428285523682,1.0777701291982886
3.6824549699799856,1.0591804870010888
3.72248165443629,1.032354020218173
3.762508338892595,0.9974920656490636
3.802535023348899,0.954858940231938
3.842561707805204,0.904779927396175
3.882588392261508,0.8476387815385779
3.922615076717812,0.783874769857931
3.962641761174116,0.7139792744742136
4.0026684456304205,0.638491981271842
4.042695130086725,0.5579966852123354
4.082721814543029,
4.122748498999333,0.3845102222721235
4.162775183455637,0.2928647448583532
4.202801867911941,0.1988921322032296
4.242828552368246,0.103322827557923
4.28285523682455,0.0069001794407103
4.322881921280854,-0.0896253820673763
4.362908605737158,-0.1855022282838683
4.402935290193462,
4.442961974649767,-0.3723326077391788
4.482988659106071,
4.523015343562375,-0.5477767797464397
4.563042028018679,-0.6295031830685286
4.603068712474983,-0.7063711457910657
4.643095396931288,-0.7777806343918445
4.683122081387592,-0.8431741020640042
4.723148765843896,-0.9020408748640624
4.7631754503002,-0.9539211699640764
4.803202134756504,-0.9984097141309244
4.843228819212809,-1.0351589337212217
4.883255503669113,-1.063881690875678
4.923282188125417,-1.084353544194909
4.963308872581721,-1.0964145159507437
5.003335557038025,-1.09997035180304
5.0433622414943295,-1.0949932630202663
5.083388925950634,-1.0815221453106114
5.123415610406938,-1.0596622725260514
5.163442294863242,-1.0295844676714232
5.203468979319546,-0.9915237578006796
5.2434956637758505,-0.945777523479866
5.283522348232155,-0.8927031575081664
5.323549032688459,-0.832715251482438
5.363575717144763,-0.7662823325358081
5.403602401601067,-0.6939231761472571
5.443629086057372,-0.6162027242779103
5.483655770513676,-0.5337276412144757
5.52368245496998,-0.4471415423655628
5.563709139426284,-0.3571199338400341
5.603735823882588,-0.2643649029170988
5.6437625083388925,-0.1695996014778265
5.683789192795197,
5.723815877251501,
5.763842561707805,
5.803869246164109,
5.8438959306204135,
5.883922615076718,
5.923949299533022,
5.963975983989326,
6.00400266844563,
6.044029352901934,
6.084056037358239,
6.124082721814543,
6.164109406270847,
6.204136090727151,
6.244162775183455,
6.28418945963976,
6.324216144096064,
6.364242828552368,
6.404269513008672,
6.444296197464976,
6.484322881921281,
6.524349566377585,
6.564376250833889,
6.604402935290193,
6.644429619746497,
6.684456304202802,
6.724482988659106,
6.76450967311541,
6.804536357571714,
6.844563042028018,
6.8845897264843225,
6.924616410940627,
6.964643095396931,
7.004669779853235,
7.044696464309539,
7.084723148765844,
7.124749833222148,
7.164776517678452,
7.204803202134756,
7.24482988659106,
7.284856571047364,
7.324883255503669,
7.364909939959973,
7.404936624416277,
7.444963308872581,
7.484989993328885,
7.52501667778519,
7.565043362241494,
7.605070046697798,
7.645096731154102,
7.685123415610407,
7.725150100066711,
7.765176784523016,
7.80520346897932,
7.845230153435624,
7.885256837891928,
7.925283522348232,
7.965310206804537,
8.005336891260841,
8.045363575717145,
8.08539026017345,
8.125416944629754,
8.165443629086058,
8.205470313542362,
8.245496997998666,
8.28552368245497,
8.325550366911274,
8.365577051367579,
8.405603735823883,
8.445630420280187,
8.485657104736491,
8.525683789192795,
8.5657104736491,
8.605737158105404,
8.645763842561708,
8.685790527018012,
8.725817211474316,
