time,value
0.0,36.804255060928874
0.5042016806722689,36.85822034021405
1.0084033613445378,36.81567378561609
1.512605042016807,36.80563800322689
2.016806722689076,36.840917072119346
2.5210084033613445,36.851224962898264
3.0252100840336134,36.86767330896994
3.5294117647058822,36.844574723253785
4.033613445378151,36.89716777932852
4.53781512605042,36.85015931084989
5.042016806722689,36.86176474673356
5.546218487394958,36.90427093431025
6.050420168067227,36.92298992346075
6.554621848739496,36.91830527207814
7.0588235294117645,36.896117445356275
7.563025210084033,36.913579634874665
8.067226890756302,36.91444087280995
8.571428571428571,36.94890278147885
9.07563025210084,36.93423165706418
9.579831932773107,36.94757182189984
10.084033613445378,36.954856619207575
10.588235294117649,36.99173066558711
11.092436974789916,36.98954316109376
11.596638655462185,36.96468367031505
12.100840336134452,37.00220170540734
12.605042016806722,37.00478294702641
13.109243697478991,36.96326827476867
13.61344537815126,36.96692806661359
14.117647058823527,37.01303916579792
14.621848739495798,37.002053705973616
15.126050420168069,36.97746567837457
15.630252100840336,37.008686036943786
16.134453781512605,36.99826170626282
16.63865546218487,37.02325825113025
17.142857142857142,36.96010087678105
17.647058823529413,37.069146906817835
18.15126050420168,37.02854022534081
18.655462184873947,37.017658767133916
19.159663865546214,36.98178038680519
19.66386554621849,37.03830824980435
20.16806722689076,37.05199771377647
20.672268907563023,37.00174314340429
21.176470588235293,37.05390586399746
21.680672268907564,37.04330478400895
22.18487394957983,37.03191068159817
22.6890756302521,37.019298458153955
23.19327731092437,37.017421607247
23.69747899159664,37.03099283983199
24.201680672268907,37.01319750514413
24.70588235294117,37.02393476594929
25.210084033613445,37.06552349202805
25.714285714285715,37.053824110444424
26.218487394957982,37.05227573870936
26.72268907563025,37.041181283790756
27.22689075630252,37.008349491773274
27.73109243697479,37.028997273193426
28.235294117647054,37.017696569050145
28.739495798319325,37.04414993678087
29.2436974789916,37.021671247639865
29.747899159663863,37.057176138131716
30.252100840336134,37.01745180701942
30.7563025210084,37.05624303464507
31.26050420168067,37.02795914193467
31.764705882352946,37.04991330746164
32.26890756302521,37.06466802976152
32.77310924369748,37.03103690736601
33.27731092436974,37.032801628622956
33.78151260504202,37.053574626172235
34.285714285714285,37.068285231447824
34.78991596638655,37.067559068591066
35.294117647058826,37.030752800417964
35.79831932773109,37.025514631284615
36.30252100840336,37.08475063883708
36.80672268907563,37.11493575879408
37.310924369747895,37.07232170017778
37.81512605042017,37.088379845986594
38.31932773109244,37.07597574978212
38.8235294117647,37.10287096564845
39.32773109243698,37.11266841834454
39.83193277310925,37.09731371884083
40.33613445378151,37.12304106672677
40.84033613445378,37.06543582569949
41.344537815126046,37.11506967151822
41.84873949579832,37.10219946937998
42.35294117647059,37.11205548320048
42.85714285714285,37.132853354659126
43.36134453781513,37.130017213094284
43.8655462184874,37.1390149163752
44.36974789915966,37.15547968601476
44.87394957983193,37.15703675579428
45.3781512605042,37.16313792877141
45.88235294117647,37.158682727039086
46.38655462184874,37.18011532113808
46.890756302521005,37.161073110434394
47.39495798319328,37.15451242551272
47.89915966386555,37.20555779500017
48.40336134453781,37.162660507157696
48.90756302521008,37.20988496969937
49.41176470588235,37.187332236069075
49.91596638655462,37.25525039862354
50.42016806722689,37.19500040390251
50.92436974789916,37.2065803343853
51.42857142857143,37.23697036285819
51.9327731092437,37.24421354290238
52.436974789915965,37.26040881980946
52.94117647058823,37.27198113312753
53.4453781512605,37.250424176556216
53.94957983193277,37.267033110933816
54.45378151260504,37.24295136614293
54.95798319327731,37.26919214038057
55.46218487394958,37.31275520824797
55.96638655462185,37.245148635597516
56.47058823529412,37.28266949471173
56.97478991596638,37.309582988208916
57.47899159663865,37.28856452374991
57.98319327731093,37.341650930109914
58.48739495798319,37.29739883530321
58.99159663865546,37.32315820716318
59.49579831932773,37.3461572107616
60.0,37.3699825203475
