timestamp,sensor_2_temp_C
2025-07-01 00:00:00,35.7263203198659
2025-07-01 00:01:00,35.98157690867449
2025-07-01 00:02:00,36.2199982595816
2025-07-01 00:03:00,36.34718262747518
2025-07-01 00:04:00,35.949855474176864
2025-07-01 00:05:00,35.99052575988271
2025-07-01 00:06:00,36.42935137535645
2025-07-01 00:07:00,36.22185063281379
2025-07-01 00:08:00,35.84548310064742
2025-07-01 00:09:00,35.830153268349015
2025-07-01 00:10:00,36.14529986422147
2025-07-01 00:11:00,35.81175294222118
2025-07-01 00:12:00,36.20016501189206
2025-07-01 00:13:00,36.02097000462756
2025-07-01 00:14:00,36.091775138606245
2025-07-01 00:15:00,35.96574448453352
2025-07-01 00:16:00,35.906947919886086
2025-07-01 00:17:00,36.31533768023613
2025-07-01 00:18:00,35.93176429981428
2025-07-01 00:19:00,35.91817215650815
2025-07-01 00:20:00,36.075055172733
2025-07-01 00:21:00,36.111021405778985
2025-07-01 00:22:00,35.7481195388678
2025-07-01 00:23:00,35.93311474826813
2025-07-01 00:24:00,35.83094374381171
2025-07-01 00:25:00,36.1737103192292
2025-07-01 00:26:00,35.86218696350318
2025-07-01 00:27:00,35.64930005382963
2025-07-01 00:28:00,35.67765094486822
2025-07-01 00:29:00,35.66067419834668
2025-07-01 00:30:00,36.27703911659657
2025-07-01 00:31:00,36.054568214005535
2025-07-01 00:32:00,36.09795316633426
2025-07-01 00:33:00,36.0622078240572
2025-07-01 00:34:00,36.000086531643014
2025-07-01 00:35:00,36.00153179766567
2025-07-01 00:36:00,36.16393560460991
2025-07-01 00:37:00,36.025337486090734
2025-07-01 00:38:00,36.30269496111548
2025-07-01 00:39:00,36.07931634771759
2025-07-01 00:40:00,35.83163111730119
2025-07-01 00:41:00,35.85580358056119
2025-07-01 00:42:00,35.93150025599552
2025-07-01 00:43:00,36.19882001640087
2025-07-01 00:44:00,35.886919410182344
2025-07-01 00:45:00,35.82114367351753
2025-07-01 00:46:00,36.04679841613071
2025-07-01 00:47:00,35.93603704408735
2025-07-01 00:48:00,36.04497112986841
2025-07-01 00:49:00,36.436755865612966
2025-07-01 00:50:00,36.25379512220827
2025-07-01 00:51:00,36.01547023228602
2025-07-01 00:52:00,35.673985855209544
2025-07-01 00:53:00,35.88088926875389
2025-07-01 00:54:00,36.1588339871752
2025-07-01 00:55:00,35.76381044335305
2025-07-01 00:56:00,36.45699040940241
2025-07-01 00:57:00,36.02900478383474
2025-07-01 00:58:00,35.96568029071931
2025-07-01 00:59:00,35.9139386028173
2025-07-01 01:00:00,36.236821638727015
2025-07-01 01:01:00,35.78799773982547
2025-07-01 01:02:00,36.47686476779155
2025-07-01 01:03:00,36.31302938050493
2025-07-01 01:04:00,36.240175965131726
2025-07-01 01:05:00,35.74167235332307
2025-07-01 01:06:00,36.0837488988667
2025-07-01 01:07:00,36.35844458699174
2025-07-01 01:08:00,36.16749754667804
2025-07-01 01:09:00,35.81949638690539
2025-07-01 01:10:00,35.94074464220694
2025-07-01 01:11:00,35.95622012396124
2025-07-01 01:12:00,35.9612708663077
2025-07-01 01:13:00,36.35785477338694
2025-07-01 01:14:00,35.635915646756395
2025-07-01 01:15:00,36.15134211579058
2025-07-01 01:16:00,35.801922887836085
2025-07-01 01:17:00,35.857345979094646
2025-07-01 01:18:00,35.64685907405608
2025-07-01 01:19:00,35.94422826976485
2025-07-01 01:20:00,36.34135221949179
2025-07-01 01:21:00,36.10058011381969
2025-07-01 01:22:00,35.85960414206352
2025-07-01 01:23:00,36.32233466323496
2025-07-01 01:24:00,36.29125135143712
2025-07-01 01:25:00,36.06541466046749
2025-07-01 01:26:00,36.42754826620492
2025-07-01 01:27:00,36.21779694074184
2025-07-01 01:28:00,36.18159845418825
2025-07-01 01:29:00,35.94251772300014
2025-07-01 01:30:00,36.285598833617904
2025-07-01 01:31:00,36.09180510800168
2025-07-01 01:32:00,36.14791154890376
2025-07-01 01:33:00,35.930261481108055
2025-07-01 01:34:00,36.09555578852864
2025-07-01 01:35:00,35.857586254571416
2025-07-01 01:36:00,35.60877566947549
2025-07-01 01:37:00,36.239457494036174
2025-07-01 01:38:00,35.74230759454623
2025-07-01 01:39:00,36.04255590092201
2025-07-01 01:40:00,36.08775904719312
2025-07-01 01:41:00,36.14236800403181
2025-07-01 01:42:00,36.00732371351176
2025-07-01 01:43:00,36.07552095637264
2025-07-01 01:44:00,36.14269083918008
2025-07-01 01:45:00,36.21573438092893
2025-07-01 01:46:00,36.41079836293336
2025-07-01 01:47:00,36.10520530266449
2025-07-01 01:48:00,36.06224142467386
2025-07-01 01:49:00,35.918578101563625
2025-07-01 01:50:00,36.130611373709584
2025-07-01 01:51:00,36.17737872455688
2025-07-01 01:52:00,36.01637872641526
2025-07-01 01:53:00,36.13060129553124
2025-07-01 01:54:00,36.00316425626022
2025-07-01 01:55:00,36.22994201247333
2025-07-01 01:56:00,36.26132657862868
2025-07-01 01:57:00,36.21819464181024
2025-07-01 01:58:00,36.13507674846432
2025-07-01 01:59:00,35.8139252443977
2025-07-01 02:00:00,36.01191818401658
2025-07-01 02:01:00,36.26859016763185
